Company_ID,Ownership_Type,Internal_Control_Score,Effective_Tax_Rate,Audit_Likelihood,Offshore_Transactions,Previous_Fines,Board_Independence,Revenue,Profit_Before_Tax,Leverage_Ratio,Market_Region,Governance_Score,Restatement_History,Whistleblower_Reports,Tax_Risk_Score
C2431,Public,79,33.92,0.43,5,3053922,70,847285184,118223125,2.15,Asia,67,0,0,High
C2432,Private,40,11.0,0.23,3,1862561,46,210306527,149947086,0.84,North America,38,1,1,High
C2433,Private,95,7.86,0.18,7,4377930,41,797285281,14720481,1.03,South America,99,0,0,High
C2434,Foreign Subsidiary,93,8.58,1.0,3,913818,73,193582581,137633076,1.91,EU,98,0,3,High
C2435,Private,43,28.49,0.75,2,341233,35,255545265,47249770,2.67,South America,70,0,2,High
C2436,Public,69,15.5,0.41,5,789604,76,337713875,128898860,2.83,EU,56,1,3,High
C2437,Private,51,11.73,0.83,1,4858085,88,627899908,172587502,2.5,EU,69,0,2,High
C2438,Foreign Subsidiary,95,15.59,0.55,5,4998912,78,75478039,133776182,0.46,EU,82,0,4,High
C2439,Private,74,24.36,0.32,7,4121232,60,515786964,85637233,0.49,South America,52,0,0,High
C2440,Private,52,21.4,0.74,4,4677905,52,521598593,142061579,1.11,Middle East,33,0,1,High
C2441,Private,91,27.31,0.75,5,3414595,64,361975998,41595677,4.39,Middle East,97,1,5,High
C2442,Foreign Subsidiary,70,15.17,0.5,6,4759445,88,553579468,171744252,0.65,Middle East,57,1,3,High
C2443,Private,77,18.56,0.05,4,312217,42,49239582,123419995,3.64,North America,58,0,2,Medium
C2444,Private,82,8.06,0.08,6,2336067,65,222527853,88511888,4.11,South America,87,0,0,High
C2445,Public,62,7.19,0.79,8,1363588,51,689833687,1121587,0.61,EU,46,0,4,High
C2446,Foreign Subsidiary,43,18.87,0.82,5,1178504,71,627577015,152075349,3.02,North America,99,0,1,High
C2447,Private,91,14.05,0.68,5,647240,52,701266649,1112818,3.87,North America,47,0,2,Medium
C2448,Foreign Subsidiary,55,23.38,0.84,3,857155,88,187983712,124708355,4.04,South America,42,0,0,High
C2449,Private,46,6.29,0.72,8,2418905,76,218751511,58787053,0.24,Asia,93,1,2,High
C2450,Private,61,8.65,0.9,6,2657869,54,343576896,8001729,2.72,Asia,89,0,2,High
C2451,Private,68,30.96,0.15,2,3831902,73,997783624,19200073,1.01,Middle East,90,0,4,High
C2452,Public,50,21.99,0.39,3,297649,77,140582686,125520458,4.46,Middle East,64,1,3,High
C2453,Public,95,26.36,0.46,5,3151873,89,741344250,134853460,2.38,Middle East,84,0,3,High
C2454,Public,72,30.26,0.3,5,421800,75,47034296,117206057,2.14,Asia,64,0,2,Medium
C2455,Foreign Subsidiary,97,18.92,0.73,8,1524827,23,36043671,108335115,1.11,North America,71,0,1,High
C2456,Foreign Subsidiary,68,27.83,0.91,3,1279159,85,66676458,40527591,1.06,North America,40,0,1,High
C2457,Public,98,20.74,0.41,4,732950,28,519741785,143372061,4.96,North America,83,0,5,Medium
C2458,Foreign Subsidiary,78,11.68,0.94,5,3025094,38,817630837,156409098,0.43,Middle East,67,0,3,High
C2459,Private,51,15.13,0.52,5,1930918,82,936177844,97441525,0.31,Asia,61,0,1,High
C2460,Private,46,19.71,0.52,4,1251413,79,337050581,139465783,1.4,Middle East,54,0,4,High
C2461,Private,98,14.51,0.6,4,929143,70,451651744,73726116,1.9,EU,88,0,3,Medium
C2462,Public,94,15.07,0.27,5,1294755,24,164755743,106927869,2.0,Middle East,99,0,1,High
C2463,Foreign Subsidiary,78,15.12,0.38,7,138593,35,600832776,135358653,1.04,EU,86,0,2,Medium
C2464,Public,81,8.69,0.55,11,2354435,26,531038926,79111679,4.7,EU,70,1,2,High
C2465,Foreign Subsidiary,87,7.54,0.94,4,2164834,21,631602453,151287714,4.52,Asia,33,0,2,High
C2466,Private,65,6.39,0.64,5,2027678,50,900842767,172016535,2.54,North America,36,1,2,High
C2467,Public,79,8.33,0.33,7,4471200,52,880490658,66747961,3.79,South America,48,0,2,High
C2468,Foreign Subsidiary,48,15.31,0.01,2,4375548,59,638082200,162995691,1.2,Middle East,60,1,2,High
C2469,Foreign Subsidiary,80,22.82,0.98,4,1398148,78,953741730,130932673,4.29,Asia,49,0,1,High
C2470,Private,73,10.64,0.49,3,4022698,25,642369880,42309513,2.12,Middle East,50,0,2,High
C2471,Public,84,31.64,0.94,4,4967658,65,714707373,78478312,0.75,EU,54,0,0,High
C2472,Public,52,29.25,0.55,5,1630602,59,390852004,52147687,3.99,North America,41,0,3,High
C2473,Public,94,20.62,0.61,10,3032095,62,194023600,70196789,2.46,North America,46,1,1,High
C2474,Private,94,26.73,0.71,6,2520106,31,604020980,189290702,3.07,South America,30,0,2,High
C2475,Public,75,15.99,0.32,3,1715973,23,70336585,147340762,4.59,EU,94,0,1,High
C2476,Private,64,6.1,0.7,3,3312219,78,245387791,70765957,2.9,South America,92,1,1,High
C2477,Private,63,32.13,0.53,6,3486928,68,772762833,56541303,1.4,Middle East,54,0,0,High
C2478,Private,83,8.83,0.67,5,875274,24,172587948,17625579,1.78,North America,63,0,3,High
C2479,Foreign Subsidiary,56,33.44,0.84,14,4144808,43,491075932,121639787,4.3,North America,73,0,2,High
C2480,Public,41,22.16,0.18,4,2269466,54,320778960,62080596,4.08,South America,99,0,1,High
C2481,Public,52,14.17,0.61,6,1451083,24,596158585,49260877,3.72,EU,30,0,1,High
C2482,Private,70,19.87,0.05,5,68620,24,380441406,194437590,0.73,North America,50,0,0,Medium
C2483,Private,68,20.05,0.1,5,3023198,74,77407811,141446343,1.05,Asia,69,0,3,High
C2484,Public,89,5.7,0.67,4,1491490,84,936549251,146650052,3.54,Asia,46,0,2,High
C2485,Private,67,15.66,0.07,4,2723805,85,464282356,96848702,1.46,EU,46,0,2,High
C2486,Public,99,27.2,0.6,4,1999651,26,847025038,100023336,3.59,EU,63,0,3,High
C2487,Foreign Subsidiary,66,20.3,0.22,2,66196,34,848170558,49987462,3.5,South America,68,0,0,Medium
C2488,Private,54,12.33,0.3,6,3545123,63,597808579,21321502,2.98,EU,43,0,2,High
C2489,Public,70,15.05,0.13,2,1141914,48,980631372,24207871,4.94,South America,33,0,1,High
C2490,Private,79,30.89,0.25,2,796043,21,570252273,48720019,4.38,EU,62,0,1,Medium
C2491,Public,54,20.77,0.82,5,4990153,77,78628724,95685892,0.69,Asia,54,0,1,High
C2492,Public,72,20.85,0.64,4,2026009,29,231998327,64421170,3.69,North America,70,0,0,High
C2493,Private,59,33.84,0.95,2,1601500,74,313703045,22021716,4.26,EU,61,1,1,High
C2494,Foreign Subsidiary,81,14.63,0.05,4,3728556,61,856356996,60655049,4.37,EU,30,0,2,High
C2495,Public,51,19.39,0.79,5,4288389,89,776307574,53797635,2.62,EU,92,0,4,High
C2496,Public,76,29.35,0.7,5,3814360,87,19809888,82849826,4.3,Asia,82,0,4,High
C2497,Public,48,27.77,0.26,7,4081159,32,37691141,161453047,4.29,Middle East,36,0,0,High
C2498,Foreign Subsidiary,62,12.97,0.73,10,809802,56,878849412,145391427,2.81,EU,72,0,0,Medium
C2499,Foreign Subsidiary,47,9.53,0.72,5,2725500,27,649390639,149693049,2.75,Asia,66,0,3,High
C2500,Private,71,26.02,0.46,5,30117,59,776328569,185568755,3.11,North America,99,0,2,Medium
C2501,Foreign Subsidiary,87,12.73,0.69,6,330322,28,353797731,174290541,0.87,Asia,44,1,0,High
C2502,Private,53,32.68,0.44,7,326140,79,558431820,3954906,3.72,EU,63,0,4,High
C2503,Private,66,8.88,0.34,6,1999643,29,140662427,157600895,4.46,North America,92,0,1,High
C2504,Foreign Subsidiary,64,14.55,0.47,5,3490276,41,292072390,101053140,2.84,Asia,94,1,2,High
C2505,Private,52,6.64,0.9,9,1395864,75,341472120,99593540,3.71,South America,64,0,1,High
C2506,Foreign Subsidiary,94,26.1,0.38,4,3403086,65,327653832,28324356,2.66,EU,75,0,1,High
C2507,Private,60,31.74,0.4,8,4260900,37,249656921,183549892,2.85,Middle East,53,0,1,High
C2508,Foreign Subsidiary,84,24.08,0.61,6,3468036,78,483312288,67767999,2.93,Asia,30,0,1,High
C2509,Foreign Subsidiary,70,33.13,0.75,6,2002874,80,697720950,196129392,1.35,Middle East,63,0,1,High
C2510,Private,76,8.86,0.73,5,1105495,71,691671382,145009877,3.85,Asia,66,0,2,High
C2511,Public,87,7.63,0.02,2,2796225,28,740446884,75320065,2.14,North America,42,0,3,High
C2512,Private,97,30.15,0.69,4,2446192,82,625821175,31664130,0.39,Middle East,45,0,2,High
C2513,Foreign Subsidiary,82,30.67,0.45,3,1802996,83,180130777,133880517,2.48,EU,65,0,0,High
C2514,Public,93,29.93,0.52,9,4766690,33,688784819,64384181,0.71,Middle East,99,1,1,High
C2515,Private,44,28.97,0.56,5,1636340,36,751936752,168662494,4.02,EU,83,0,1,High
C2516,Private,52,15.87,0.73,8,450104,36,229878131,123878923,0.94,North America,73,0,2,High
C2517,Private,67,11.52,0.83,7,2135740,70,80195354,52988165,4.52,EU,67,0,3,High
C2518,Public,82,32.86,0.65,7,1836670,75,470106369,22841313,4.45,Asia,76,0,1,High
C2519,Foreign Subsidiary,64,14.21,0.56,4,1428475,43,712059388,56000729,4.45,EU,78,0,0,High
C2520,Private,90,16.95,0.37,3,3705717,55,546872399,187778815,1.65,Middle East,65,0,2,High
C2521,Private,74,25.99,0.14,4,2400233,81,778858290,154878865,1.65,Middle East,93,0,5,High
C2522,Private,86,13.8,0.96,3,1469887,37,768019100,81743158,1.87,Asia,92,0,4,High
C2523,Private,78,29.57,0.46,4,3795343,74,770140627,171877292,4.42,EU,53,0,1,High
C2524,Private,46,7.1,0.57,4,3583852,61,964728223,46554142,1.97,EU,97,0,2,High
C2525,Foreign Subsidiary,77,28.74,0.75,10,2602981,84,149381179,170880431,2.87,EU,40,0,3,High
C2526,Foreign Subsidiary,71,23.06,0.07,5,3979628,33,399734664,24372443,4.86,South America,75,0,1,High
C2527,Private,42,22.19,0.86,9,3097814,29,580877087,118093976,3.52,South America,32,0,2,High
C2528,Public,84,18.75,0.8,9,3144025,24,824676803,28311991,4.0,Middle East,36,1,3,High
C2529,Foreign Subsidiary,78,13.31,0.77,5,4951876,41,364536945,93840483,2.35,Middle East,83,0,1,High
C2530,Public,76,18.92,0.02,5,3399356,56,17567337,184089349,3.81,North America,40,0,3,High
C2531,Foreign Subsidiary,94,18.5,0.53,3,4891297,52,813640110,92602751,4.01,EU,94,0,2,High
C2532,Private,89,22.51,0.05,5,1213385,29,382456111,153944013,3.45,Middle East,70,0,2,High
C2533,Foreign Subsidiary,61,13.45,0.55,4,4653687,83,159880649,6211385,5.0,North America,84,0,1,High
C2534,Private,47,7.33,0.72,5,4220501,77,831994563,28894922,0.49,South America,88,0,0,High
C2535,Foreign Subsidiary,56,9.35,0.12,2,2568468,82,278681391,7708014,4.18,Middle East,55,0,2,High
C2536,Private,91,25.98,0.69,7,4950930,54,907551607,196280608,1.16,EU,83,1,3,High
C2537,Private,66,5.67,0.45,1,4028979,68,504162314,91399280,3.17,Middle East,43,1,1,High
C2538,Private,72,30.69,0.81,3,343159,47,892718107,91459375,4.1,South America,76,0,4,Medium
C2539,Private,85,25.83,0.53,4,2659366,74,250600957,53888510,3.28,North America,45,0,4,High
C2540,Public,56,28.04,0.34,5,4345644,28,644528075,89116804,1.44,North America,41,0,0,High
C2541,Private,81,30.08,0.33,5,2872204,64,234479975,81814191,1.6,North America,88,0,1,High
C2542,Public,51,8.68,0.9,6,389802,46,606123796,191410061,3.04,EU,61,0,0,High
C2543,Public,87,29.67,0.45,7,3489478,51,687329057,110477283,4.54,Middle East,39,0,1,High
C2544,Private,85,20.14,0.41,5,517227,60,952945207,65785162,3.32,Middle East,84,0,3,Medium
C2545,Public,66,31.57,0.04,6,3798956,40,740272483,134446391,2.18,North America,48,0,1,High
C2546,Foreign Subsidiary,87,31.6,0.36,5,3636608,26,624861425,46231617,4.34,Asia,68,0,4,High
C2547,Private,47,5.73,0.85,8,3687729,41,790219381,119325556,1.56,South America,38,0,2,High
C2548,Public,62,16.49,0.76,2,4546902,73,213294850,22289868,2.68,Middle East,46,0,1,High
C2549,Private,99,20.79,0.22,7,2140727,86,259295590,136387560,1.62,South America,37,0,2,High
C2550,Private,81,25.35,0.41,10,4875963,77,704946373,183682022,3.95,EU,84,0,4,High
C2551,Private,88,13.59,0.2,2,3674374,83,129384576,24966731,1.08,Middle East,70,0,1,High
C2552,Public,98,12.56,0.95,2,893426,61,774817064,125981500,3.31,EU,37,1,1,High
C2553,Foreign Subsidiary,68,16.44,0.6,6,71191,72,523881803,156573967,3.33,EU,42,0,1,Medium
C2554,Foreign Subsidiary,89,20.03,0.75,6,3168352,47,640976678,187106269,4.66,Middle East,84,0,1,High
C2555,Public,59,33.53,0.71,4,4570570,77,123889725,44500849,2.26,South America,49,0,4,High
C2556,Private,55,27.86,0.87,2,2504287,24,896477504,151427959,2.53,Middle East,98,0,2,High
C2557,Public,56,17.88,0.95,10,2000220,74,923047827,149291215,3.03,North America,54,0,2,High
C2558,Public,55,6.63,0.03,4,2682158,79,305028067,184397988,0.72,EU,45,0,2,High
C2559,Public,58,10.06,0.98,2,2964103,64,619041253,56790071,2.33,EU,72,0,4,High
C2560,Private,95,18.68,0.87,2,723356,39,566893807,49461515,0.84,South America,88,0,2,Medium
C2561,Public,95,29.41,0.38,2,2406200,28,517379822,82394876,3.96,North America,64,0,1,High
C2562,Private,47,16.42,0.84,5,2615778,26,567001666,29788188,1.7,Asia,39,0,2,High
C2563,Public,77,21.15,0.74,4,2156678,26,66200892,18418112,2.24,South America,48,0,1,High
C2564,Foreign Subsidiary,77,31.75,0.79,4,2113694,69,594953713,28759944,1.49,Asia,42,0,2,High
C2565,Public,92,32.41,0.22,7,2433265,33,18896626,173005214,1.36,North America,98,0,3,High
C2566,Public,68,11.47,0.65,6,2444475,54,502531052,162462897,4.94,EU,63,0,4,High
C2567,Foreign Subsidiary,80,6.31,0.03,7,4822687,82,88598483,89408061,4.18,North America,72,1,4,High
C2568,Private,75,14.16,0.85,4,2913596,38,741191213,55204800,2.3,North America,96,0,2,High
C2569,Private,65,25.87,0.95,6,3934396,78,473758189,2786988,4.16,South America,39,0,4,High
C2570,Public,70,33.53,0.66,4,970315,83,792440967,127252260,3.42,EU,61,0,4,Medium
C2571,Foreign Subsidiary,83,7.31,0.51,5,2686306,84,644562890,27712863,2.11,EU,42,0,0,High
C2572,Private,99,5.85,0.73,4,2183615,36,402274987,6080421,0.24,EU,67,0,5,High
C2573,Public,51,31.52,0.33,6,1484185,31,116816119,44572915,4.58,Middle East,40,0,5,High
C2574,Foreign Subsidiary,94,27.44,0.63,4,3843140,74,544166592,78596548,1.21,North America,44,0,1,High
C2575,Private,56,34.77,0.72,7,1199432,37,69870941,111724139,3.65,EU,37,0,4,High
C2576,Private,54,16.9,0.14,5,3224672,85,559444859,197459499,4.1,Middle East,78,0,3,High
C2577,Foreign Subsidiary,48,17.48,0.14,9,246685,43,947070696,149091929,2.98,South America,95,0,2,High
C2578,Foreign Subsidiary,78,10.17,0.72,5,3391328,23,71379725,184243417,3.32,Middle East,59,0,1,High
C2579,Foreign Subsidiary,81,8.48,0.43,1,2676009,23,766243667,129292332,0.44,South America,73,0,2,High
C2580,Foreign Subsidiary,87,22.36,0.89,4,2099395,40,764511149,137776164,2.85,Asia,83,0,0,High
C2581,Public,51,15.93,0.31,6,1045410,46,991207517,123614963,1.55,North America,60,0,1,High
C2582,Foreign Subsidiary,71,7.41,0.04,8,1004169,30,99106924,49510781,2.88,Middle East,53,0,0,High
C2583,Private,64,31.61,0.65,2,1404446,81,765519883,158947504,3.06,South America,68,0,1,High
C2584,Private,78,10.95,0.68,7,4970190,83,78609483,145874037,0.46,Asia,63,0,2,High
C2585,Public,57,27.46,0.55,5,2526725,46,519882931,105351838,2.24,EU,90,0,3,High
C2586,Private,54,13.47,0.68,5,4346944,83,673820262,173148282,4.25,Asia,33,0,2,High
C2587,Private,71,29.39,0.52,6,3128056,55,184162177,155017454,0.69,EU,79,0,3,High
C2588,Foreign Subsidiary,45,8.55,0.69,6,331255,81,116236310,149484658,3.77,South America,82,0,1,High
C2589,Private,97,27.68,0.04,9,2835848,66,732626617,187606429,2.8,North America,57,0,0,High
C2590,Public,83,7.94,0.37,8,2527824,85,222723567,49422736,3.11,Asia,67,0,1,High
C2591,Foreign Subsidiary,82,18.41,0.21,8,4777807,60,78540876,119396017,0.21,South America,33,1,5,High
C2592,Foreign Subsidiary,91,27.02,0.1,6,865729,64,287987325,124957696,4.33,South America,45,0,2,Medium
C2593,Public,74,10.2,0.23,2,1255759,43,231855441,130197359,4.52,South America,71,0,1,High
C2594,Foreign Subsidiary,73,13.57,0.19,4,1333090,38,688413650,100249436,3.16,EU,72,0,0,High
C2595,Foreign Subsidiary,77,30.94,0.97,4,446010,87,270368730,139781238,4.94,North America,93,0,1,Medium
C2596,Public,95,31.55,0.29,6,1662840,59,59678410,30237509,1.58,Asia,60,0,1,High
C2597,Foreign Subsidiary,93,6.35,0.23,10,300274,83,404874548,175059984,1.12,EU,38,0,2,High
C2598,Public,96,10.04,0.83,6,1693080,71,175783773,42413407,0.82,North America,97,0,0,High
C2599,Public,44,8.52,0.42,7,1762750,62,470384064,94415757,0.99,North America,63,0,2,High
C2600,Private,57,10.39,0.42,4,1254586,81,161234188,82788689,0.27,EU,40,0,4,High
C2601,Private,55,34.11,0.44,7,602854,74,300378362,142044227,3.55,Asia,64,0,4,High
C2602,Foreign Subsidiary,47,21.55,0.42,4,393067,61,631238014,30887461,3.89,EU,57,0,1,High
C2603,Foreign Subsidiary,64,19.04,0.33,6,2081709,78,873238997,116975060,0.16,North America,40,0,2,High
C2604,Public,71,34.53,0.29,9,3279093,67,294814675,121200408,1.25,Asia,67,0,2,High
C2605,Foreign Subsidiary,65,21.71,0.88,4,3396494,65,385121933,65624733,1.17,South America,44,0,5,High
C2606,Public,91,24.83,0.16,4,3282261,72,276986317,8194795,3.21,South America,90,0,1,High
C2607,Public,61,14.98,0.18,2,532443,83,15103631,52182670,3.96,Middle East,37,0,2,Medium
C2608,Foreign Subsidiary,70,16.46,0.57,6,3453310,39,459526098,164516442,3.62,Middle East,94,0,2,High
C2609,Public,82,22.83,0.34,3,398358,48,524885691,170804310,3.83,South America,53,0,2,Medium
C2610,Private,49,7.09,0.42,1,2195086,73,417925532,119802549,3.59,EU,79,0,3,High
C2611,Foreign Subsidiary,95,12.68,0.81,4,4931127,72,965113957,115298159,3.83,Middle East,39,0,0,High
C2612,Private,96,10.9,0.9,4,1832353,27,643264776,86686647,2.85,Middle East,46,0,3,High
C2613,Foreign Subsidiary,51,5.48,0.79,9,3016413,39,508510321,82634679,2.78,Asia,30,1,4,High
C2614,Public,92,21.11,0.23,3,354880,84,493588677,37523241,4.13,EU,40,0,5,Medium
C2615,Foreign Subsidiary,67,21.83,0.98,6,426831,77,67216217,139557629,3.1,EU,70,0,3,Medium
C2616,Private,45,16.52,0.36,6,3370200,84,557764080,104444841,0.81,EU,32,0,5,High
C2617,Public,98,13.06,0.17,2,3740271,54,392482723,181506393,4.34,Asia,46,0,2,High
C2618,Foreign Subsidiary,59,24.56,0.5,1,1926125,27,633599315,171879161,2.46,Middle East,93,0,4,High
C2619,Foreign Subsidiary,44,9.04,0.73,7,2868310,27,166451368,197801508,1.34,Asia,62,0,3,High
C2620,Foreign Subsidiary,62,20.56,0.08,5,973792,85,703164888,80740304,1.94,South America,61,0,2,Medium
C2621,Private,48,28.04,0.63,5,114977,47,221530567,67465119,2.89,North America,54,0,3,High
C2622,Private,97,9.93,0.86,10,3294564,63,497382830,151988080,2.03,South America,76,0,3,High
C2623,Foreign Subsidiary,98,27.6,0.26,8,3749809,35,407273383,27949280,3.0,South America,72,0,0,High
C2624,Public,68,27.82,0.69,5,2158532,83,641622234,116922003,2.85,Middle East,86,1,3,High
C2625,Public,55,6.8,0.4,4,2977705,56,581844415,19608447,2.8,Middle East,69,0,2,High
C2626,Private,93,5.56,0.41,3,965053,52,677920596,60134803,2.87,North America,97,0,2,High
C2627,Public,85,34.22,0.28,4,3933451,27,427730954,72614598,1.66,Middle East,70,0,3,High
C2628,Private,61,10.8,0.62,6,1795670,53,572239122,182730138,4.32,EU,69,0,2,High
C2629,Foreign Subsidiary,47,29.66,0.36,4,3650119,32,465937100,35459358,2.71,South America,66,0,5,High
C2630,Private,98,21.86,0.83,3,1847274,35,924311353,3666208,0.32,North America,44,1,2,High
C2631,Private,59,12.93,0.96,6,699519,55,720112110,190062570,1.54,North America,87,0,4,High
C2632,Foreign Subsidiary,90,8.9,0.94,5,4057167,73,124071620,39049840,3.61,Middle East,87,0,2,High
C2633,Public,53,19.9,0.16,3,36947,58,838609817,101678005,3.36,North America,40,0,1,High
C2634,Private,78,17.22,0.01,5,4037147,72,510286726,896237,1.05,North America,37,0,4,High
C2635,Private,76,25.97,0.44,1,3619216,53,424858060,126267787,4.99,EU,60,0,2,High
C2636,Foreign Subsidiary,89,32.13,0.73,3,2161289,37,270464407,105238582,3.17,South America,44,0,3,High
C2637,Public,73,29.16,0.98,4,1446871,60,854735831,163175409,1.7,North America,93,0,2,High
C2638,Private,50,13.23,0.78,7,3865223,55,121245217,182457301,2.02,North America,60,1,1,High
C2639,Foreign Subsidiary,93,31.37,0.58,3,1949348,24,639098726,128699824,4.61,North America,36,1,1,High
C2640,Private,79,30.0,0.03,4,3177096,47,264389123,103546582,2.21,Asia,48,0,1,High
C2641,Foreign Subsidiary,72,32.87,0.83,7,4246522,68,572541843,43173821,1.28,EU,78,0,0,High
C2642,Public,70,18.76,0.18,6,681858,88,107175948,91886831,1.78,South America,44,1,1,High
C2643,Public,98,28.06,0.06,4,2783500,87,920149368,125736304,2.7,Asia,32,0,1,High
C2644,Public,93,22.75,0.85,2,4517107,22,559417974,104240809,0.87,North America,47,0,1,High
C2645,Public,83,14.32,0.57,6,1660315,52,443620475,141098429,0.35,Middle East,51,1,3,High
C2646,Private,73,34.83,0.13,7,1327667,76,642349853,72698086,2.08,North America,74,1,1,High
C2647,Private,89,6.15,0.39,3,2149564,71,572171940,51852004,4.49,EU,50,0,3,High
C2648,Public,46,9.87,0.09,4,4315300,86,22497238,152314164,4.64,North America,63,0,0,High
C2649,Public,97,31.78,0.64,3,2718057,42,415427051,160207399,4.18,Middle East,57,0,2,High
C2650,Public,88,6.82,0.28,8,2285211,89,65438461,11088319,0.94,Asia,83,0,2,High
C2651,Private,93,31.6,0.87,3,3547812,46,345603980,62026463,0.34,EU,39,0,3,High
C2652,Public,62,26.46,0.36,7,2678976,53,511183656,82101495,2.69,Asia,61,0,3,High
C2653,Public,85,6.1,0.49,7,3101498,84,698641071,99464907,3.42,Middle East,61,0,2,High
C2654,Public,95,17.88,0.06,4,1974557,55,944676069,134438528,3.31,South America,81,1,2,High
C2655,Foreign Subsidiary,46,27.63,0.28,4,2710591,28,892689529,188694371,1.43,Asia,59,0,2,High
C2656,Public,93,22.49,0.68,5,1205058,44,445537974,136459204,1.76,Asia,85,1,3,High
C2657,Foreign Subsidiary,64,33.08,0.74,2,1277173,37,878527148,140636071,4.84,North America,48,0,3,High
